name,c_K2CO3,c_KHCO3,Total,Wavenumber,R1-1,R1-2,R1-3,R2-1,R2-2,R2-3,R3-1,R3-2,R3-3,R4-1,R4-2,R4-3,R5-1,R5-2,R5-3,R6-1,R6-2,R6-3,R7-1,R7-2,R7-3,R8-1,R8-2,R8-3,R9-1,R9-2,R9-3,R10-1,R10-2,R10-3,R11-1,R11-2,R11-3
,,,,1201.65237,95.67448,95.69173,95.43211,85.39966,85.37281,85.10039,77.65178,77.6977,77.58741,99.75339,99.78565,99.78209,85.87502,86.00569,85.95851,74.52623,74.50257,74.56646,85.57001,85.39267,85.2702,96.19783,95.95711,95.98249,85.75857,85.86491,85.70803,77.78437,78.03823,77.86737,86.77854,86.65224,86.51712
,,,,1203.58118,95.77002,95.77038,95.5355,85.79469,85.80616,85.51901,78.26506,78.30688,78.17094,99.87087,99.84136,99.81175,86.26466,86.35762,86.30999,75.19737,75.1961,75.20734,85.96972,85.86135,85.69919,96.31909,96.08257,96.12229,86.1234,86.23502,86.13557,78.33026,78.61097,78.41383,87.06336,86.9885,86.84573
,,,,1205.51,95.79415,95.87745,95.57552,86.15895,86.21625,85.89796,78.86126,78.88776,78.76431,99.90179,99.82866,99.80665,86.61928,86.71069,86.64277,75.89967,75.84156,75.84054,86.36198,86.27709,86.08311,96.42682,96.20369,96.23694,86.49347,86.61499,86.48363,78.88606,79.18562,78.94909,87.36949,87.29925,87.16563
,,,,1207.43882,95.90128,96.05407,95.7169,86.62187,86.69007,86.32413,79.53231,79.48846,79.45002,99.9723,99.91846,99.82786,86.99749,87.1529,87.08049,76.63002,76.53527,76.5616,86.81898,86.67671,86.55371,96.60702,96.37408,96.36758,86.91423,87.0527,86.86238,79.48013,79.81051,79.55704,87.70038,87.6218,87.49216
,,,,1209.36763,96.12712,96.22739,95.93123,87.11512,87.1847,86.79829,80.25928,80.17659,80.19162,100.05619,99.98553,99.89635,87.49177,87.62414,87.54464,77.45139,77.3583,77.3572,87.32211,87.12498,87.07647,96.80054,96.56338,96.52037,87.3556,87.49365,87.34524,80.1322,80.46158,80.25579,88.11808,87.99908,87.86298
,,,,1211.29645,96.28145,96.39005,96.08716,87.57465,87.64221,87.30143,81.01368,80.96918,80.9209,100.12087,100.01981,100.04393,88.01065,88.09413,88.02744,78.28843,78.1804,78.1987,87.81002,87.62378,87.52053,96.94403,96.67961,96.67827,87.80739,87.94537,87.79268,80.78169,81.10958,80.97159,88.47516,88.40531,88.27906
,,,,1213.22526,96.42844,96.56414,96.21983,88.05345,88.14334,87.83532,81.76717,81.73122,81.6845,100.14354,100.05975,100.08783,88.49053,88.55235,88.54919,79.04482,78.98089,79.02052,88.28435,88.16056,87.99263,97.09407,96.82367,96.8453,88.29235,88.41918,88.26208,81.46566,81.83054,81.64793,88.88134,88.84964,88.74296
,,,,1215.15408,96.63911,96.71196,96.36357,88.60703,88.73191,88.42001,82.5891,82.53817,82.50427,100.17268,100.0971,100.08492,88.97638,89.028,89.09743,79.87412,79.84191,79.86453,88.82598,88.69211,88.53952,97.26855,97.03527,97.00509,88.84264,88.93135,88.81347,82.23056,82.61656,82.4104,89.36401,89.31995,89.2311
,,,,1217.0829,96.76007,96.8248,96.48232,89.17621,89.26858,88.92598,83.35685,83.33733,83.26014,100.13848,100.08598,100.02183,89.47295,89.5251,89.53691,80.72986,80.67257,80.67331,89.36063,89.15798,89.03859,97.39703,97.1261,97.09504,89.3224,89.41341,89.29545,82.97306,83.3419,83.17393,89.81013,89.75613,89.63842
,,,,1219.01171,96.82853,96.95739,96.58391,89.69585,89.73175,89.40869,84.09772,84.13632,84.01113,100.06781,100.03162,99.93898,89.97442,90.01419,89.94092,81.59457,81.53435,81.51329,89.87742,89.67621,89.54662,97.45662,97.18947,97.16829,89.79484,89.90056,89.79254,83.74072,84.0489,83.93115,90.2309,90.14795,90.03327
,,,,1220.94053,97.00332,97.15106,96.76857,90.29627,90.30627,89.95874,84.96398,84.97995,84.84599,100.05827,100.02091,99.96748,90.50369,90.57062,90.47546,82.51113,82.4534,82.46197,90.42175,90.26192,90.16923,97.60657,97.3301,97.34957,90.3202,90.4712,90.36746,84.58836,84.86952,84.70758,90.69617,90.63643,90.48961
,,,,1222.86934,97.23492,97.34712,96.97907,90.90611,90.91851,90.55345,85.85508,85.84889,85.73892,100.10483,100.05008,100.06597,91.07486,91.17521,91.06966,83.48566,83.37442,83.38814,91.00545,90.86186,90.76821,97.77931,97.52699,97.5585,90.8756,91.02739,90.91927,85.38536,85.70856,85.49867,91.23748,91.13741,90.99075
,,,,1224.79816,97.38485,97.52594,97.17915,91.49714,91.51234,91.13952,86.68924,86.71176,86.6342,100.14865,100.08673,100.07736,91.60487,91.70893,91.62404,84.42088,84.3227,84.29462,91.62719,91.43557,91.31932,97.96553,97.69139,97.70936,91.41068,91.5495,91.44936,86.16632,86.51931,86.30917,91.74316,91.61379,91.45898
,,,,1226.72698,97.59217,97.73587,97.41102,92.10864,92.16951,91.77077,87.58042,87.58086,87.5075,100.17454,100.13884,100.06677,92.13372,92.24913,92.17266,85.36319,85.2894,85.3023,92.23368,92.01153,91.96095,98.17242,97.89076,97.91189,92.00866,92.12592,92.01792,87.00945,87.36002,87.14658,92.23705,92.12976,91.98926
,,,,1228.65579,97.81928,97.88103,97.59593,92.67588,92.82009,92.40018,88.4318,88.39586,88.3231,100.14792,100.1404,100.06983,92.64987,92.78772,92.71452,86.23203,86.15212,86.24903,92.74817,92.56254,92.48996,98.2911,98.05052,98.03976,92.58173,92.70104,92.52517,87.75051,88.10054,87.90041,92.70217,92.60301,92.50986
,,,,1230.58461,97.97277,97.98618,97.72054,93.21748,93.33621,92.93559,89.2312,89.19061,89.11134,100.13564,100.12698,100.07229,93.15894,93.32183,93.21252,87.07904,87.01738,87.082,93.2729,93.10852,92.95822,98.44739,98.14856,98.10001,93.11296,93.21058,93.0348,88.46817,88.82811,88.61683,93.14198,92.99179,92.91414
,,,,1232.51342,98.09123,98.13706,97.82895,93.69297,93.7747,93.39463,89.97405,89.96704,89.84887,100.13226,100.06591,100.07583,93.62854,93.77729,93.68398,87.92,87.86229,87.86308,93.76751,93.60851,93.4578,98.60184,98.21001,98.23101,93.61465,93.65873,93.51369,89.19785,89.53044,89.35036,93.60868,93.40282,93.30757
,,,,1234.44224,98.22942,98.34169,98.00579,94.1771,94.27557,93.89166,90.67921,90.71615,90.58271,100.17575,100.08639,100.119,94.12458,94.22721,94.1709,88.74854,88.63746,88.66927,94.27163,94.11837,93.96041,98.72938,98.34841,98.42005,94.02606,94.11446,93.95714,89.90471,90.21842,90.05487,94.03883,93.85168,93.76174
,,,,1236.37106,98.33553,98.46591,98.20206,94.60919,94.69109,94.32392,91.28049,91.36908,91.24882,100.19493,100.13457,100.10616,94.53874,94.63555,94.57166,89.49042,89.31106,89.39209,94.71104,94.55446,94.36809,98.8422,98.53096,98.53684,94.39111,94.54887,94.40871,90.51662,90.8321,90.67926,94.38482,94.21324,94.15598
,,,,1238.29987,98.36946,98.51025,98.2744,94.94575,95.01576,94.65822,91.84688,91.88386,91.76842,100.15593,100.13495,100.05686,94.83645,94.93853,94.88797,90.08103,89.93609,89.97684,95.03524,94.84728,94.71217,98.88905,98.65594,98.57527,94.71443,94.85572,94.73881,91.03656,91.35038,91.15731,94.64296,94.51816,94.41655
,,,,1240.22869,98.46295,98.6025,98.34599,95.28781,95.35281,94.99267,92.35317,92.33181,92.23875,100.13639,100.10098,100.02131,95.12234,95.2457,95.15322,90.58973,90.53949,90.53468,95.33264,95.11381,95.04978,98.94202,98.70109,98.62651,95.03618,95.10773,94.99292,91.49592,91.83559,91.61671,94.91348,94.81894,94.67851
,,,,1242.1575,98.53773,98.67777,98.42708,95.56146,95.61869,95.24001,92.78887,92.75925,92.68467,100.13204,100.05193,100.01219,95.39211,95.52189,95.38369,91.04266,90.99118,91.00688,95.5934,95.41246,95.31054,98.97313,98.72341,98.67942,95.32159,95.37574,95.22846,91.86589,92.2386,92.03527,95.14498,95.04206,94.9071
,,,,1244.08632,98.60791,98.75439,98.50949,95.76351,95.83329,95.47203,93.17662,93.12996,93.02258,100.10009,100.04191,99.99694,95.60343,95.72156,95.6328,91.45863,91.36244,91.40424,95.827,95.63058,95.52308,99.04574,98.77836,98.72611,95.56967,95.64322,95.4465,92.21831,92.54895,92.37043,95.33406,95.20978,95.09745
,,,,1246.01514,98.71381,98.84215,98.61299,95.97769,96.05432,95.74724,93.48109,93.43715,93.3021,100.1147,100.0584,99.94985,95.76714,95.9229,95.85612,91.85069,91.76554,91.76743,96.03943,95.856,95.74458,99.15009,98.89363,98.82357,95.77854,95.87883,95.65121,92.53577,92.81987,92.67891,95.48704,95.37738,95.29176
,,,,1247.94395,98.76199,98.89923,98.67505,96.13314,96.1865,95.90413,93.71438,93.68838,93.54495,100.12552,100.06728,99.944,95.93707,96.08519,95.98065,92.12761,92.04836,91.99326,96.18374,96.05804,95.92007,99.18457,98.93552,98.88362,95.91958,96.02911,95.79957,92.74815,93.04786,92.89615,95.60501,95.53745,95.44124
,,,,1249.87277,98.7756,98.91561,98.68628,96.24326,96.28953,95.95663,93.91324,93.90023,93.74107,100.0933,100.03065,99.94194,96.10374,96.14829,96.0819,92.31052,92.24672,92.1859,96.29106,96.18174,96.07504,99.17817,98.93807,98.88467,96.02118,96.14516,95.92531,92.91904,93.21082,93.04375,95.70252,95.6041,95.52333
,,,,1251.80158,98.82583,98.93406,98.7114,96.36132,96.38221,96.05278,94.0811,94.07805,93.92248,100.07666,99.98638,99.94051,96.1799,96.25161,96.22344,92.46835,92.4252,92.38564,96.42052,96.29263,96.18128,99.20133,98.93706,98.90862,96.0747,96.23898,96.04581,93.05882,93.32466,93.16741,95.80769,95.65256,95.5894
,,,,1253.7304,98.82849,98.95162,98.72846,96.39648,96.45748,96.15776,94.17664,94.19908,94.06497,100.05731,99.96516,99.92789,96.19931,96.33246,96.28551,92.60405,92.55275,92.55756,96.51165,96.35065,96.23927,99.20402,98.91928,98.89682,96.13803,96.29553,96.10011,93.15795,93.40375,93.25397,95.85757,95.70133,95.60601
,,,,1255.65922,98.83153,98.97854,98.72154,96.41623,96.52524,96.21942,94.26303,94.28409,94.19669,100.04351,99.95984,99.90916,96.26841,96.38189,96.30311,92.7222,92.66178,92.65046,96.55531,96.37442,96.30927,99.17637,98.89593,98.8784,96.23375,96.3186,96.14221,93.26751,93.49813,93.34653,95.87281,95.75308,95.647
,,,,1257.58803,98.90884,99.03694,98.76917,96.55491,96.60968,96.3161,94.41347,94.43191,94.38792,100.1065,100.01212,99.98511,96.39226,96.48823,96.39964,92.85035,92.82424,92.78415,96.63261,96.48392,96.4019,99.19647,98.93579,98.90839,96.33293,96.37938,96.24519,93.37204,93.59976,93.48311,95.91608,95.84931,95.72436
,,,,1259.51685,98.92255,99.01124,98.7893,96.62694,96.6255,96.37237,94.51132,94.52374,94.51176,100.15832,100.05425,100.0403,96.4693,96.58717,96.47639,92.95574,92.93035,92.8976,96.64756,96.4964,96.38955,99.17947,98.96124,98.87057,96.34777,96.40244,96.28907,93.4149,93.63323,93.53949,95.91001,95.85581,95.75839
,,,,1261.44566,98.88832,98.98215,98.80247,96.61804,96.64473,96.41134,94.59693,94.6176,94.52893,100.10093,100.01574,99.96927,96.4901,96.62657,96.4981,93.07691,93.01199,93.01879,96.66327,96.50431,96.42015,99.1637,98.97274,98.86696,96.38216,96.45511,96.34462,93.52508,93.69567,93.58782,95.94512,95.88173,95.816
,,,,1263.37448,98.87612,98.99733,98.81434,96.59045,96.65613,96.40638,94.62403,94.64384,94.53453,100.0027,99.94776,99.88373,96.51775,96.61943,96.50222,93.14254,93.06751,93.09503,96.66729,96.5439,96.48742,99.12618,98.94085,98.89695,96.41675,96.49642,96.3775,93.61571,93.74654,93.63239,95.99793,95.92759,95.85354
,,,,1265.3033,98.92259,99.01593,98.82019,96.62516,96.69746,96.44069,94.67403,94.67212,94.58882,99.99068,99.95456,99.90712,96.58335,96.65327,96.56373,93.20068,93.14645,93.13695,96.69352,96.58184,96.55299,99.12115,98.93388,98.89243,96.45336,96.5166,96.38393,93.64771,93.80257,93.69108,96.03315,95.92563,95.87619
,,,,1267.23211,98.95146,99.02303,98.84682,96.69063,96.72271,96.49687,94.74563,94.73428,94.64122,100.01357,99.98011,99.96128,96.62537,96.66615,96.61688,93.28603,93.21174,93.17872,96.75472,96.60949,96.57018,99.16452,98.94641,98.90263,96.48563,96.55102,96.42252,93.68295,93.87078,93.73468,96.0707,95.97803,95.91895
,,,,1269.16093,98.96033,99.04201,98.86405,96.7366,96.74733,96.53922,94.79196,94.83976,94.72848,100.0737,100.01865,100.01517,96.66769,96.72747,96.68454,93.34342,93.27046,93.26411,96.8048,96.64382,96.57402,99.17027,98.93961,98.90404,96.49936,96.57011,96.44138,93.71786,93.9147,93.76041,96.07649,96.01946,95.95552
,,,,1271.08974,98.96463,99.05788,98.86092,96.76291,96.77736,96.56656,94.80124,94.86705,94.78406,100.08893,100.05585,100.00771,96.70395,96.79768,96.72754,93.38209,93.31469,93.32107,96.83669,96.66301,96.59678,99.1467,98.93341,98.8904,96.51255,96.6071,96.44483,93.74223,93.94492,93.7947,96.09617,96.02912,95.95289
,,,,1273.01856,98.97242,99.03955,98.86548,96.76577,96.79163,96.56566,94.82687,94.82001,94.77346,100.0054,99.96727,99.90721,96.6997,96.77173,96.69956,93.42231,93.3557,93.33318,96.82495,96.67558,96.62646,99.13354,98.95855,98.89175,96.53247,96.65195,96.48279,93.77898,93.99248,93.86548,96.15473,96.07316,95.97749
,,,,1274.94738,98.98257,99.01551,98.85015,96.73272,96.7821,96.55119,94.79962,94.78926,94.73306,99.91555,99.83814,99.80068,96.6722,96.71176,96.68856,93.43522,93.36352,93.33933,96.79444,96.67356,96.62628,99.13462,98.97332,98.90138,96.55896,96.64859,96.52209,93.82918,94.02306,93.91709,96.21258,96.11227,96.0431
,,,,1276.87619,98.96891,99.01648,98.84182,96.72468,96.76845,96.53616,94.76954,94.79487,94.72074,99.9034,99.80337,99.77613,96.65435,96.71817,96.68352,93.43284,93.37819,93.36074,96.78542,96.66737,96.61905,99.13745,98.96995,98.89807,96.57812,96.64122,96.5296,93.84745,94.05483,93.92414,96.24469,96.12193,96.06801
,,,,1278.80501,98.95636,99.01988,98.83619,96.73418,96.76337,96.51796,94.76004,94.79806,94.72123,99.88115,99.82725,99.77779,96.64374,96.72007,96.67468,93.41296,93.39441,93.35371,96.78007,96.67004,96.6164,99.12944,98.94102,98.8952,96.58593,96.63597,96.51125,93.84911,94.07206,93.94503,96.23169,96.12763,96.06326
,,,,1280.73382,98.95238,99.03636,98.83928,96.71697,96.75141,96.50922,94.75495,94.78001,94.72283,99.86669,99.83543,99.79072,96.65101,96.71715,96.68391,93.42844,93.41431,93.37001,96.78557,96.64308,96.61696,99.108,98.92828,98.89192,96.59292,96.63148,96.50836,93.85779,94.07154,93.96961,96.22253,96.16413,96.08206
,,,,1282.66264,98.93822,99.025,98.84795,96.67545,96.72256,96.50364,94.71066,94.70977,94.67368,99.83515,99.78949,99.76835,96.62534,96.71131,96.67929,93.41799,93.39637,93.36799,96.73481,96.62257,96.58284,99.08323,98.93461,98.86875,96.58103,96.62314,96.50953,93.84497,94.07576,93.97632,96.2286,96.20085,96.10554
,,,,1284.59146,98.92772,99.02599,98.86754,96.66014,96.70444,96.49163,94.66643,94.68665,94.65576,99.85062,99.81517,99.77772,96.63908,96.71204,96.67796,93.4086,93.37903,93.34508,96.68899,96.61266,96.56313,99.07221,98.89853,98.85581,96.55687,96.61863,96.51467,93.85034,94.07898,93.95521,96.23741,96.19541,96.08578
,,,,1286.52027,98.92935,99.02221,98.90235,96.61991,96.67083,96.46643,94.64278,94.69457,94.66089,99.90095,99.86812,99.81903,96.67916,96.72253,96.67924,93.39719,93.37912,93.3184,96.66616,96.56637,96.55579,99.0357,98.85166,98.82955,96.53022,96.56405,96.47797,93.85115,94.01949,93.90026,96.19436,96.17108,96.04755
,,,,1288.44909,98.94548,98.98084,98.87631,96.56519,96.63915,96.4363,94.60021,94.6731,94.62355,99.88862,99.86591,99.79444,96.65735,96.70849,96.64896,93.35163,93.32904,93.28051,96.63677,96.52116,96.48713,98.99932,98.84021,98.7969,96.50322,96.51049,96.42654,93.82021,93.96395,93.85927,96.15863,96.15876,96.03245
,,,,1290.3779,98.9502,98.94421,98.81408,96.5545,96.61644,96.37941,94.52145,94.57187,94.51919,99.80831,99.77168,99.69749,96.56002,96.66542,96.59938,93.29579,93.26279,93.24202,96.60391,96.48818,96.4137,99.00493,98.85468,98.78637,96.47977,96.51829,96.41186,93.79003,93.96246,93.86585,96.21041,96.14826,96.07445
,,,,1292.30672,98.90326,98.91882,98.80346,96.54242,96.55797,96.34188,94.4756,94.48241,94.44154,99.77117,99.69792,99.66025,96.51296,96.62403,96.56075,93.25401,93.2422,93.22543,96.5504,96.46344,96.39691,99.00449,98.85423,98.78773,96.46555,96.53394,96.39175,93.76877,93.95628,93.87228,96.22955,96.15104,96.09202
,,,,1294.23554,98.86375,98.93568,98.79079,96.49121,96.50763,96.31375,94.40192,94.435,94.38845,99.73775,99.64705,99.6348,96.48766,96.58151,96.51784,93.21055,93.18671,93.18383,96.49345,96.42094,96.35776,98.982,98.83706,98.77499,96.45049,96.50941,96.3675,93.73234,93.94874,93.85422,96.20923,96.14825,96.09097
,,,,1296.16435,98.8795,98.96684,98.80202,96.45843,96.48035,96.29347,94.35545,94.41608,94.35758,99.74105,99.68276,99.65638,96.5104,96.58904,96.50761,93.1989,93.15398,93.14577,96.45002,96.38309,96.32844,98.9267,98.80794,98.75885,96.42261,96.47266,96.36161,93.72607,93.92898,93.83584,96.2143,96.13389,96.09559
,,,,1298.09317,98.87299,98.95096,98.82939,96.40864,96.45565,96.2765,94.29001,94.35115,94.28273,99.70189,99.65366,99.6362,96.4777,96.53366,96.47483,93.14477,93.12171,93.10703,96.40664,96.34625,96.30705,98.91245,98.78421,98.7778,96.41899,96.45634,96.38119,93.75291,93.8893,93.81359,96.23527,96.15025,96.08362
,,,,1300.02198,98.84885,98.92313,98.80331,96.35961,96.40847,96.25441,94.22544,94.26759,94.18294,99.67517,99.59803,99.60775,96.39601,96.46634,96.41794,93.07228,93.06444,93.01181,96.36715,96.28858,96.24765,98.91707,98.75938,98.7502,96.37318,96.42805,96.32941,93.70689,93.8689,93.76124,96.20541,96.13586,96.06205
,,,,1301.9508,98.84709,98.87534,98.76227,96.32296,96.36492,96.19096,94.13599,94.17439,94.10303,99.64497,99.56951,99.58229,96.32761,96.41524,96.39212,92.99971,92.98968,92.93339,96.32566,96.23097,96.18519,98.89004,98.71312,98.69451,96.3393,96.38798,96.26244,93.65347,93.83772,93.73236,96.18567,96.11,96.07559
,,,,1303.87962,98.85213,98.85623,98.75223,96.29798,96.35467,96.15587,94.06364,94.10463,94.08925,99.66415,99.57344,99.58791,96.33001,96.41794,96.40375,92.95746,92.947,92.92503,96.30799,96.18708,96.17104,98.87119,98.6825,98.67427,96.3333,96.37805,96.2454,93.64093,93.81027,93.73445,96.1874,96.12626,96.08644
,,,,1305.80843,98.81983,98.84762,98.72009,96.2721,96.32822,96.10496,93.98385,94.01049,94.01828,99.65632,99.56567,99.55402,96.32318,96.42036,96.35179,92.88438,92.87348,92.85567,96.24772,96.12043,96.08563,98.83201,98.63656,98.63954,96.2819,96.31945,96.19528,93.58679,93.76083,93.68212,96.16679,96.11055,96.04804
,,,,1307.73725,98.82795,98.85135,98.70918,96.23154,96.28904,96.06823,93.93015,93.96513,93.95325,99.68596,99.60666,99.59088,96.33098,96.41497,96.32295,92.83448,92.80795,92.8099,96.17644,96.07855,96.01927,98.79791,98.61833,98.61754,96.23334,96.27496,96.1571,93.54763,93.7209,93.63827,96.14284,96.08453,96.01657
,,,,1309.66606,98.8006,98.82254,98.70181,96.1622,96.21187,96.00158,93.85892,93.88676,93.88522,99.65676,99.5973,99.56642,96.26335,96.37351,96.29248,92.77251,92.76667,92.72188,96.09137,96.00304,95.97541,98.75506,98.61074,98.58252,96.20367,96.2398,96.11315,93.50838,93.67027,93.58317,96.11798,96.05999,95.98775
,,,,1311.59488,98.79804,98.82694,98.74353,96.095,96.16766,95.94016,93.8389,93.89771,93.92266,99.80772,99.73742,99.70185,96.31658,96.42836,96.33498,92.73461,92.75087,92.64998,96.01312,95.92495,95.91123,98.6953,98.56125,98.5165,96.14015,96.17951,96.05863,93.43693,93.57192,93.51564,96.04078,96.01627,95.91481
,,,,1313.5237,98.80882,98.8431,98.73974,96.06426,96.14863,95.91022,93.77241,93.87162,93.90096,99.86561,99.82769,99.78501,96.33767,96.44123,96.34308,92.70931,92.68925,92.60379,95.95971,95.85312,95.8089,98.64745,98.50816,98.45393,96.04665,96.11048,95.99774,93.3741,93.49039,93.45923,95.97276,95.9687,95.86532
,,,,1315.45251,98.78581,98.85025,98.72051,96.02171,96.1231,95.88618,93.69567,93.78253,93.81592,99.7987,99.78801,99.75317,96.28577,96.4074,96.2963,92.65695,92.62777,92.56457,95.90705,95.79617,95.74979,98.61585,98.49392,98.42851,96.0326,96.06889,95.9426,93.33292,93.47027,93.43089,95.97022,95.94451,95.88115
,,,,1317.38133,98.74834,98.84421,98.75156,95.9532,96.05418,95.82964,93.675,93.75352,93.7876,99.94381,99.91617,99.90203,96.33126,96.43781,96.31521,92.57215,92.56872,92.50366,95.77564,95.7007,95.68938,98.54359,98.43605,98.36425,95.97637,95.99851,95.89194,93.23805,93.38358,93.35608,95.91963,95.87888,95.8412
,,,,1319.31014,98.74896,98.80239,98.73437,95.88602,95.98549,95.76443,93.59065,93.68034,93.714,99.96166,99.92179,99.92023,96.30547,96.39082,96.26288,92.48749,92.48853,92.44151,95.69871,95.6197,95.62984,98.49908,98.39457,98.32083,95.90974,95.9651,95.88076,93.20954,93.33256,93.32445,95.88339,95.872,95.83551
,,,,1321.23896,98.69464,98.72845,98.64044,95.81456,95.90574,95.72408,93.39049,93.46313,93.47841,99.65889,99.60454,99.58067,96.08008,96.16947,96.07073,92.38695,92.39421,92.365,95.64298,95.55084,95.56498,98.51182,98.38104,98.32648,95.93132,95.98748,95.88074,93.24619,93.38375,93.34001,95.95812,95.95946,95.88562
,,,,1323.16778,98.67656,98.73013,98.64251,95.7759,95.86882,95.70317,93.26655,93.33857,93.34831,99.5062,99.43287,99.40281,95.96042,96.06352,95.98685,92.34684,92.34927,92.32686,95.59652,95.50802,95.5272,98.52953,98.38432,98.35218,95.98239,96.02143,95.8921,93.27228,93.42978,93.34287,96.01302,96.02516,95.93578
,,,,1325.09659,98.69295,98.74467,98.65492,95.79396,95.86301,95.67233,93.21652,93.26227,93.28068,99.47243,99.36666,99.35052,95.95619,96.04028,95.97184,92.3327,92.30137,92.28829,95.56522,95.49554,95.50865,98.52741,98.40936,98.36346,95.99361,96.0293,95.88444,93.27424,93.42189,93.35001,96.06353,96.06345,95.99974
,,,,1327.02541,98.68357,98.7374,98.62468,95.7937,95.84915,95.6264,93.17208,93.21892,93.21813,99.46305,99.33998,99.31504,95.93567,96.02167,95.94603,92.2767,92.26204,92.22608,95.53023,95.45427,95.45107,98.50595,98.39141,98.34734,95.95617,95.98985,95.84695,93.24743,93.40589,93.34517,96.08037,96.05107,95.99665
,,,,1328.95422,98.6962,98.74153,98.62963,95.73296,95.81815,95.58081,93.11474,93.16982,93.16877,99.45477,99.36421,99.30965,95.90084,96.01282,95.91292,92.20038,92.20756,92.16466,95.45914,95.37946,95.37084,98.47435,98.34794,98.31572,95.92137,95.94929,95.83803,93.23011,93.38978,93.33111,96.04851,96.03779,95.9492
,,,,1330.88304,98.70205,98.74371,98.64932,95.69152,95.77778,95.5667,93.05464,93.09714,93.11571,99.44188,99.36302,99.31411,95.86258,95.97915,95.88334,92.1573,92.16242,92.11972,95.39474,95.32676,95.30929,98.45111,98.3145,98.27092,95.88859,95.91181,95.80373,93.22129,93.37724,93.31614,96.03145,96.03986,95.94917
